"","hard","image","age","sex","income_ord","education_ord","nonresponse_choice_count","ResponseId"
"1168",0,0,23,"Feminino",1,3,0,"R_2TuxEG8f75UOSsN"
"1171",0,1,44,"Masculino",1,4,0,"R_1NxDckzhtLC4wei"
"1174",1,0,48,"Feminino",0,1,0,"R_3HntOdkfSzLqKa9"
"1175",1,1,36,"Masculino",0,2,0,"R_1DAcWwqckZzyoaS"
"1176",1,1,22,"Feminino",0,2,0,"R_1eznMEBXXQlJkrg"
"1179",1,1,51,"Feminino",1,2,3,"R_2BmS9ouJzTd7KG9"
"1180",0,1,37,"Masculino",1,3,0,"R_2b3QSPHYIG2lmci"
"1181",1,1,53,"Feminino",1,3,0,"R_3HS19giE0DskxR0"
"1184",1,1,57,"Feminino",0,3,3,"R_1nNJqfZ8qfWW6BZ"
"1186",0,1,28,"Feminino",1,2,0,"R_1mUwQhSUtIwFKQB"
"1187",0,1,37,"Feminino",0,3,0,"R_2dLbFTDApbopDxu"
"1188",0,0,54,"Masculino",0,1,0,"R_2WMddh26RqNMzNZ"
"1189",1,0,60,"Masculino",0,2,3,"R_3m9MvLl0rLnAbyY"
"1190",0,1,51,"Feminino",1,3,0,"R_SW4liNJVnYIYToR"
"1191",1,1,28,"Feminino",0,2,0,"R_2y3kFSAc7THEeO7"
"1192",NA,1,57,"Masculino",0,2,1,"R_1C3mjX4G1yyY6D2"
"1193",1,1,18,"Feminino",0,2,0,"R_1EZMJtSLBrkBnaN"
"1194",0,1,51,"Feminino",1,3,0,"R_2ASAlIpovi2EtTh"
"1195",0,0,43,"Masculino",0,1,0,"R_3PM4RdGKPJeZrDV"
"1196",0,1,35,"Feminino",1,3,0,"R_1LpTxgduLCPC6o5"
"1197",1,1,49,"Feminino",0,3,0,"R_10VgjUzwrQrQt34"
"1198",0,0,39,"Feminino",0,3,0,"R_3G98n0pSQGmIY2R"
"1199",1,1,18,"Feminino",0,2,0,"R_uyyszs9vS72SD5v"
"1202",1,1,37,"Feminino",1,3,0,"R_2tonXTxHaVteEqR"
"1208",0,1,23,"Masculino",0,3,0,"R_22DnnZmekuZPGCt"
"1209",0,1,18,"Feminino",1,2,0,"R_3PMJVLMzhjuvWPp"
"1210",0,1,45,"Feminino",0,2,1,"R_25NHyr1BPUkZS9S"
"1211",0,0,28,"Feminino",0,2,0,"R_23f6dUqifiUuk0y"
"1212",NA,0,53,"Masculino",0,1,0,"R_1JKDDc24xXsxBOx"
"1213",0,1,36,"Feminino",0,2,0,"R_3Eh9nl6mWQQAYsB"
"1214",0,1,35,"Masculino",1,2,0,"R_1LOHRtOxgkDrAeU"
"1215",0,1,39,"Feminino",0,2,0,"R_3kEXiXc5UH3d3Ef"
"1216",0,1,21,"Masculino",0,1,0,"R_2zBELjjloVkXXt1"
"1217",1,1,37,"Feminino",0,3,0,"R_3DtNKJ967tHPgkx"
"1218",1,1,31,"Masculino",0,2,0,"R_2dp8zXyS2cEmXwT"
"1219",0,1,44,"Masculino",0,3,0,"R_3svPT6Oov8TeF1O"
"1220",0,0,54,"Feminino",0,1,0,"R_3fJKpElqw7Gp2hp"
"1221",1,0,27,"Masculino",1,3,0,"R_2bNvDqNQ41aXCon"
"1222",0,1,40,"Feminino",0,1,3,"R_AcZmPELzis5UiFX"
"1224",1,1,25,"Feminino",1,2,0,"R_1jPAr3rEiRQ4iiE"
"1225",1,1,30,"Masculino",1,2,0,"R_24Mpgs8GAFwHMag"
"1226",1,1,62,"Feminino",1,2,0,"R_d4E32LxzeDTqKFr"
"1228",1,1,27,"Feminino",0,2,0,"R_pH13VgLdhUPRjEZ"
"1229",0,0,51,"Feminino",1,1,0,"R_wNQEONsIaYRXFyF"
"1230",0,1,27,"Masculino",0,1,0,"R_9FDPxloZqVv7rXP"
"1232",1,1,35,"Masculino",1,2,0,"R_1jy4rTHAIqA2q0p"
"1233",0,1,50,"Masculino",1,3,0,"R_AHtFPcX8s9sxTt7"
"1234",0,0,37,"Masculino",1,3,0,"R_9FyR6jFJwPc6OoV"
"1235",0,0,41,"Masculino",0,2,0,"R_1go96a07ZdXrf7E"
"1236",1,1,52,"Feminino",0,3,0,"R_1EiCXulXfUbmSTf"
"1239",1,1,56,"Masculino",1,2,0,"R_V1KBmbCDTufp7rP"
"1240",0,1,52,"Feminino",1,3,0,"R_1rJSGI5sC93v64Q"
"1242",0,1,27,"Masculino",1,2,0,"R_2Bn7OCMqfwutA7R"
"1244",NA,1,26,"Masculino",1,3,0,"R_1Y42XF12LhaNmTv"
"1246",0,1,28,"Feminino",0,2,0,"R_2TyOqZ63mue9XVh"
"1249",0,1,59,"Feminino",0,2,0,"R_2V7P8TOXjzb2twV"
"1250",1,1,59,"Feminino",1,2,0,"R_11YmOy093WS8L7S"
"1251",0,1,32,"Masculino",0,2,3,"R_1nZXldf2MTMw8p2"
"1252",0,1,26,"Masculino",0,2,0,"R_3NJ7VxbG5GoMgo6"
"1253",1,1,57,"Feminino",0,1,0,"R_2uJ47GoaAxUGuEg"
"1254",0,1,26,"Feminino",1,3,0,"R_3qBCY5pKQ0ZNmNc"
"1257",0,1,44,"Masculino",0,2,3,"R_9tU8TFcSJbxYipr"
"1258",1,1,38,"Masculino",1,2,0,"R_pLt9wPv5LwcD3DX"
"1259",1,1,34,"Feminino",1,3,0,"R_3rVdphcZBv3LMKe"
"1261",1,1,33,"Masculino",1,4,0,"R_3lLIUbWBs6G4klu"
"1262",1,1,26,"Feminino",1,3,0,"R_eeoedMiqFpRdgKl"
"1263",1,1,34,"Feminino",1,3,0,"R_3HC9pUsis4YReqA"
"1264",0,1,47,"Feminino",0,2,3,"R_umt9KF6fxuV173z"
"1265",NA,1,57,"Masculino",0,2,0,"R_CfdyCbBJM0BuYQp"
"1266",1,1,36,"Feminino",0,2,3,"R_2dov3SOqGQb7GL8"
"1267",0,1,46,"Feminino",1,3,3,"R_3Rl0SI3oTxjOqkP"
"1268",0,0,39,"Masculino",1,3,0,"R_1IB356z0mVlo2eC"
"1269",0,1,30,"Masculino",1,3,0,"R_8oXogoWFHtQOfwR"
"1270",NA,1,54,"Feminino",0,2,0,"R_3szfzyWWzJNZyL5"
"1271",1,1,30,"Feminino",0,1,0,"R_1OpB6gkf4kvkGcS"
"1275",1,0,32,"Masculino",1,2,0,"R_2DMH3xdmoGehXzZ"
"1276",0,0,34,"Masculino",1,3,0,"R_33DsSiouqgLoDKq"
"1277",0,1,31,"Feminino",0,2,0,"R_33jdHUwEIlLGUik"
"1278",NA,1,42,"Feminino",0,1,0,"R_2eW1nbV4gNVI62w"
"1279",0,1,39,"Feminino",0,0,0,"R_3meLa2nyau8XcAx"
"1280",0,0,36,"Masculino",1,4,0,"R_3lSyfukPUF6wLRv"
"1281",0,1,59,"Masculino",1,3,0,"R_1IQltBeB2mAcB33"
"1282",0,1,45,"Masculino",0,2,0,"R_VUY8Iyas6hrtSLv"
"1284",0,1,48,"Masculino",0,2,0,"R_T6CClTEvQy3CW9H"
"1285",1,1,31,"Masculino",1,3,0,"R_20UlisG9RpBWm9l"
"1286",0,1,32,"Feminino",1,2,0,"R_2Xdj2HPWSWaekS0"
"1287",0,1,37,"Feminino",0,2,3,"R_2ErQ1rL3TCYLs6E"
"1288",0,1,38,"Masculino",1,2,1,"R_1PUFxMrDxUEuQyl"
"1289",0,1,26,"Feminino",0,2,0,"R_2XpUPeUNsKBqmCp"
"1291",1,1,38,"Feminino",0,2,0,"R_2tFFuDm6LWyIJ2G"
"1292",0,1,29,"Masculino",0,2,0,"R_2QiyI6eQcX1Rekf"
"1293",0,1,38,"Feminino",0,2,0,"R_2eaQLzxLlEuOcI5"
"1294",1,1,38,"Feminino",0,2,0,"R_u3bihICuL5ILN5v"
"1295",0,1,51,"Feminino",1,2,0,"R_REst7qOkQWgUzsJ"
"1296",0,0,27,"Feminino",0,1,0,"R_2QAsdW9haJl1kb9"
"1297",1,1,43,"Feminino",0,2,2,"R_3QYvSJWiBhCOi9I"
"1298",0,1,31,"Feminino",0,2,0,"R_2YVtnUgUeDZgCll"
"1299",0,0,40,"Masculino",0,1,0,"R_33l3G4Q6hZ0jOpv"
"1300",0,1,51,"Feminino",0,2,0,"R_2Y36xJp0NKQhlHV"
"1301",0,1,60,"Masculino",1,3,0,"R_3O9wveATfVpntUa"
"1302",1,1,35,"Masculino",1,1,0,"R_2rqkSdiktz3QGlP"
"1303",1,1,27,"Masculino",0,2,3,"R_cB08VSb17jAaFNL"
"1304",1,0,26,"Masculino",0,2,0,"R_YRqcWLtFlDaYYJb"
"1305",0,0,27,"Feminino",0,1,0,"R_1ghK81OjcBupQcZ"
"1306",1,1,45,"Masculino",1,1,0,"R_21hNwYNsTpZkmfP"
"1308",0,1,47,"Masculino",0,2,0,"R_2TnSCWcTby5vobU"
"1309",1,1,25,"Feminino",0,2,0,"R_1hXpx4HbhFp9tIY"
"1312",1,1,60,"Masculino",0,1,0,"R_3j8JOxS6uaWFJcJ"
"1313",0,1,54,"Feminino",0,2,0,"R_12SbbsNnJEwFt2q"
"1314",0,0,40,"Feminino",0,2,0,"R_2EEwCZ2lsik20Lr"
"1315",1,0,38,"Masculino",0,1,0,"R_1CrtlKLNwzjqs7W"
"1316",0,0,46,"Masculino",0,1,0,"R_2wd96OQ7Vr8HoFv"
"1317",1,1,35,"Masculino",0,2,0,"R_2ClfeYBpJeQwynM"
"1318",0,1,47,"Feminino",0,1,0,"R_yDqqUAU1YTMqIBb"
"1320",0,1,25,"Masculino",0,3,0,"R_2AMcSMAIeuHtmD6"
"1321",1,1,39,"Masculino",0,2,0,"R_1rNWlLGUrQNro78"
"1323",1,1,62,"Feminino",0,2,0,"R_AsNjr6859A9X8qt"
"1324",1,1,38,"Feminino",0,2,3,"R_2aXn7LM9wCb8CQ9"
"1325",0,1,32,"Masculino",0,3,0,"R_2fBCYVq90JpBFrc"
"1327",0,0,33,"Feminino",0,2,0,"R_3qVCOFetKsAsxMP"
"1328",1,1,38,"Feminino",0,2,2,"R_8GMaI2Sc7WWvCA9"
"1329",0,1,58,"Masculino",0,2,0,"R_2QxGzGqOv2RqYCs"
"1330",NA,1,36,"Feminino",0,3,0,"R_2QSDyTLyvDC0ogP"
"1331",1,0,60,"Masculino",0,3,0,"R_QgkPCvVKaGS0t5T"
"1332",1,1,34,"Masculino",0,2,0,"R_3s4f4YrpiKZcZri"
"1333",1,1,30,"Feminino",0,2,0,"R_2rxtio7nZJ21jXU"
"1334",0,1,49,"Feminino",1,2,0,"R_2PdOmoryJbGWOgW"
"1335",0,1,38,"Feminino",0,3,0,"R_31mIqkPT1b7QC24"
"1336",1,1,50,"Feminino",0,2,0,"R_3EZ8oItvKvxskUo"
"1337",0,1,35,"Masculino",1,2,0,"R_3NQJyPNBLQDkLqb"
"1338",1,1,47,"Feminino",0,3,1,"R_11Xgk7DZQLVhQFQ"
"1339",0,1,30,"Feminino",0,2,0,"R_1HkFZAhuSXOKdP3"
"1341",0,0,38,"Feminino",0,2,0,"R_31EfzQ6DQK3aGK5"
"1342",0,1,38,"Feminino",0,2,0,"R_5AYsEdgO88CXbQR"
"1343",1,1,43,"Masculino",1,1,0,"R_3Iat1IJOSv7Jj2y"
"1344",1,1,28,"Feminino",0,1,0,"R_1dpnjegrJ3vliPv"
"1345",0,0,36,"Feminino",0,2,0,"R_1GHdPQksjYdgFRt"
"1346",1,1,55,"Feminino",0,2,0,"R_3scRUGPzNCGT1vj"
"1347",0,0,32,"Feminino",1,2,0,"R_10TRScGOKRrsYia"
"1348",1,1,28,"Feminino",0,2,0,"R_2qDJfK3MDp8xiOu"
"1349",1,1,32,"Feminino",1,2,0,"R_1hX7xs3mwfBiXET"
"1350",1,0,31,"Masculino",0,2,0,"R_3DvH7NVg7sRuEpr"
"1351",0,1,54,"Masculino",0,1,0,"R_1qdGGPoG3dEcIVe"
"1352",0,1,50,"Masculino",0,2,0,"R_3PEJxY4GaF73fAo"
"1353",1,0,49,"Feminino",1,2,3,"R_1eJj0JQp6N4lU3t"
"1354",0,1,61,"Feminino",0,2,0,"R_273tdI4EpchIcZs"
"1355",0,1,53,"Feminino",0,1,0,"R_1qaetRdp8pmRGq2"
"1356",1,0,32,"Feminino",0,2,0,"R_294dV1EzA2nerxG"
"1357",1,1,38,"Masculino",0,2,0,"R_1oIvA37B3knjN4K"
"1358",0,1,27,"Masculino",1,2,0,"R_3NP9Gc1Deh7V8g2"
"1359",1,1,50,"Masculino",0,2,0,"R_1H69NLLgSecZyJ0"
"1360",0,1,50,"Feminino",0,1,0,"R_wQWL6BXqhxjxMTD"
"1361",0,0,50,"Feminino",0,2,0,"R_1JCq591QiyFpc5R"
"1362",0,0,42,"Feminino",1,0,0,"R_2VpPCj81gwbY7rN"
"1363",1,1,35,"Feminino",0,2,0,"R_21igNhxzbOUPB51"
"1364",1,1,25,"Feminino",0,2,0,"R_a5kmYs4bObmu99v"
"1365",0,1,33,"Masculino",0,2,1,"R_1IFOLGpoY5Q0MuU"
"1368",1,1,50,"Feminino",0,3,0,"R_24pGhP1yBPUbLCL"
"1369",1,1,28,"Feminino",0,2,0,"R_sSFkIivcZyDFSHn"
"1370",1,1,28,"Masculino",0,2,0,"R_1GZhL2rGKSicHEx"
"1371",1,1,45,"Feminino",0,2,0,"R_2digJMn6RnTIPmQ"
"1372",1,0,30,"Feminino",0,1,0,"R_1LAV08Jp67jZoUW"
"1373",1,0,32,"Feminino",0,3,0,"R_pLZSGVm68pkGSR3"
"1374",0,0,56,"Masculino",1,2,0,"R_1I5JmEnNcg81r98"
"1375",1,0,39,"Masculino",0,2,0,"R_XFi72GcIJWhjDyN"
"1376",1,0,41,"Masculino",1,2,0,"R_yBAwDLsg3k7Xn1f"
"1378",1,1,25,"Masculino",0,2,0,"R_3puxNF7OJYlVOul"
"1379",0,1,36,"Feminino",0,2,0,"R_2WPhOPLU0XGgJyk"
"1380",1,0,42,"Feminino",0,4,0,"R_1NlkG1NhowwxyDV"
"1381",1,1,28,"Feminino",0,2,3,"R_1me2j9LS2Gf9Ymk"
"1383",1,1,36,"Feminino",0,2,3,"R_3k0sQK6k17H5aEJ"
"1384",NA,1,38,"Feminino",0,2,3,"R_2qgcb35SbXxpAQt"
"1385",0,0,62,"Feminino",1,1,3,"R_1hxIffdInu7pb4W"
"1386",0,0,35,"Feminino",0,2,0,"R_2DSpqqlcH7k4kqM"
"1387",0,1,32,"Masculino",0,2,0,"R_29gAkCS1ndSshRL"
"1388",1,1,35,"Feminino",0,0,1,"R_1Cay2Vc082XKvMj"
"1390",0,0,59,"Feminino",0,2,0,"R_3fryRCWAsLrgkqy"
"1391",0,1,29,"Feminino",0,1,0,"R_33C2hQEnwBWeFqu"
"1392",0,1,36,"Masculino",0,2,2,"R_2bPOtdzapyrNEPS"
"1393",0,1,26,"Feminino",0,3,0,"R_1N9zLwscnsS1r2a"
"1394",1,0,41,"Feminino",0,2,0,"R_z2qvNmsbIcGhyVj"
"1395",1,1,26,"Feminino",0,2,0,"R_1ozHk4wdhVdWNkJ"
"1396",0,1,29,"Feminino",0,2,0,"R_xyCbsDYbw3hkqat"
"1397",0,1,38,"Feminino",0,2,0,"R_ClgCewtJRMsL35T"
"1398",0,1,60,"Feminino",0,1,0,"R_zcXjaXMF2cmU1qh"
"1399",1,1,45,"Feminino",0,2,0,"R_vf3EfbEmEwWV8eB"
"1400",0,1,36,"Feminino",0,2,0,"R_2v5Dt69FcIBJSOO"
"1401",0,1,55,"Feminino",0,2,0,"R_uk9Aa6EcmHqtj9L"
"1402",0,1,32,"Masculino",0,2,0,"R_9Zxxzv2TRlkkNFf"
"1403",1,1,26,"Feminino",1,2,0,"R_afJzoulyw2Dp30d"
"1405",0,0,35,"Feminino",0,2,0,"R_5vDFdE259KRzdJL"
"1407",NA,1,30,"Masculino",1,1,0,"R_22Y8639Nsw9q1Op"
"1408",0,0,33,"Feminino",0,2,3,"R_3KqNGlxHQCvOQfW"
"1410",0,1,28,"Feminino",1,2,0,"R_1jk3ZL4xuA3DK7b"
"1411",1,0,44,"Masculino",0,1,0,"R_3PUcj9HnWBKIAft"
"1412",1,1,26,"Feminino",0,NA,2,"R_2eRMkitasN4BF0v"
"1413",1,1,56,"Feminino",0,2,0,"R_1dadXM657yLU7sz"
"1415",1,1,35,"Masculino",1,1,1,"R_25RO97349FvvH93"
"1416",1,1,26,"Feminino",0,3,0,"R_3LX91vSzT8VtO0k"
"1417",0,0,33,"Masculino",1,3,0,"R_2DLKvusXTvID7Mw"
"1422",1,1,28,"Feminino",0,2,0,"R_1rIx6V96pNdBEjB"
"1424",0,1,36,"Feminino",0,3,0,"R_2AKcjAmVqh5QOjR"
"1425",0,1,41,"Masculino",0,1,0,"R_ai76He0PN7pr5Zf"
"1426",1,1,26,"Masculino",0,2,0,"R_3CZe9ANilVXFdnr"
"1427",0,1,42,"Feminino",1,2,0,"R_1Ft50iuZMX8oiOR"
"1428",0,1,31,"Masculino",0,2,0,"R_3KTvtmMYJw2r7B9"
"1429",0,1,35,"Feminino",1,3,0,"R_XA1AEBFLLl5BlL3"
"1434",0,1,31,"Feminino",1,3,0,"R_3J9SnYjfDhIMYIL"
"1435",0,1,30,"Masculino",0,2,0,"R_3NXjU9dPsluGZ05"
"1436",1,1,32,"Feminino",0,3,0,"R_2xErO1SXGzlbofx"
"1437",1,0,44,"Feminino",0,2,1,"R_12SbxxZhfp6014D"
"1439",1,0,40,"Feminino",0,3,0,"R_33a0Pok7vvEUcAe"
"1440",0,1,34,"Feminino",0,2,0,"R_3PjWo1Acdxfx44M"
"1441",1,1,36,"Masculino",1,2,0,"R_T0BjDNylBF94C3v"
"1443",0,1,41,"Feminino",0,2,0,"R_dmToIitTrOyfvKV"
"1444",1,1,47,"Masculino",1,3,0,"R_295MjFHpcbdtRLH"
"1447",1,0,40,"Masculino",1,3,3,"R_3qfVB3xsdcyydHk"
"1450",0,1,42,"Feminino",0,2,0,"R_3sblAotCXoYzPv5"
"1451",1,1,37,"Feminino",0,2,0,"R_1NDfPFCBDHBBKM9"
"1452",1,1,40,"Feminino",1,2,0,"R_270ZZNXtWg8GCwi"
"1454",0,1,30,"Feminino",1,3,0,"R_etjgyT26oGSoQyl"
"1456",0,0,28,"Feminino",0,2,0,"R_3Hhkox31GCyHWsZ"
"1458",1,1,53,"Feminino",0,2,1,"R_sXLqxvnX3qHpEZP"
"1459",1,1,36,"Feminino",0,2,0,"R_2qmC2IjN0uIzt4x"
"1460",0,0,41,"Feminino",0,2,0,"R_3OrBw1k6VcYQ3Rz"
"1461",0,1,33,"Masculino",0,2,0,"R_2t9eJZRHS7FLlRE"
"1464",1,1,44,"Feminino",0,2,0,"R_qOcC3lESq0Cph0B"
"1467",0,1,44,"Masculino",1,3,0,"R_2QExl5edZKkoDgi"
"1469",1,0,38,"Feminino",0,2,0,"R_24AcDdMYFs894CB"
"1470",0,1,32,"Feminino",1,2,1,"R_1HhpZFviMwRR0aa"
"1472",1,1,44,"Feminino",0,2,0,"R_ePAbm6wRpEkcPgR"
"1473",1,0,30,"Masculino",0,2,3,"R_1hM9lxSc3d6OCSU"
"1474",0,1,39,"Feminino",1,1,0,"R_27DaONihtTIcHZ9"
"1475",1,1,40,"Feminino",0,2,0,"R_2wcQeRG2O9SG0kp"
"1476",0,1,42,"Masculino",0,2,1,"R_3sBmjThMO8vFUj1"
"1478",1,1,25,"Feminino",1,2,0,"R_2QDRl1RuDREdUuK"
"1479",0,1,27,"Feminino",0,2,0,"R_rlHxCq7ExkWAeNH"
"1480",1,1,48,"Masculino",0,2,3,"R_3rGn5hDzOlvWAOZ"
"1482",0,1,54,"Masculino",1,2,0,"R_3jwi5o9ZNlhUzzb"
"1483",0,1,41,"Feminino",0,2,0,"R_3sAOihIkOuTli38"
"1484",1,1,50,"Feminino",0,2,0,"R_21ysUuztZDqnzib"
"1486",0,1,53,"Feminino",0,2,0,"R_1FPM3pGedURf7dn"
"1487",0,1,31,"Feminino",0,2,0,"R_0MWZ4npT5LO5KVz"
"1488",0,1,50,"Masculino",0,2,0,"R_2vcCvtMj6N6Yt2F"
"1489",1,1,43,"Feminino",0,2,0,"R_3KraPg2GXKn10HY"
"1490",1,1,36,"Feminino",1,3,0,"R_1mKG2PxpzZxK5ZK"
"1494",0,1,28,"Feminino",0,3,0,"R_1Fsni7BNr0H4vo2"
"1496",0,0,33,"Feminino",1,2,0,"R_1KiFLGiHiUUqaS9"
"1512",1,1,41,"Masculino",1,2,0,"R_5hi64gtamsR184x"
"1516",1,1,25,"Feminino",1,3,0,"R_BEOtftcZzip7R5v"
"1517",0,1,45,"Masculino",1,3,0,"R_1LSQqf1MIsjxWQE"
"1523",1,1,34,"Masculino",0,2,0,"R_2EFX8xrtwa834VB"
"1526",1,1,41,"Feminino",1,2,1,"R_2B5s6HPkxz0SWRf"
"1528",0,1,46,"Masculino",0,1,3,"R_25ycqTycobeN1UD"
"1529",0,1,35,"Masculino",0,3,3,"R_enU4rOYEItqxihz"
"1532",0,1,34,"Feminino",0,2,0,"R_1LkDJfPltMWc8jH"
"1534",0,1,33,"Feminino",1,3,0,"R_BrIbNMS5p6M3BRL"
"1535",1,1,39,"Feminino",0,3,1,"R_1Qu9G74H8oG9qBP"
"1536",1,1,34,"Feminino",1,3,1,"R_A6yXSweuUhlBgKl"
"1538",1,1,42,"Masculino",1,2,0,"R_2VKNQJwThF4yFus"
"1542",0,1,31,"Feminino",0,1,0,"R_1MVZ5vJmtpi9Oa3"
"1543",0,0,45,"Masculino",0,1,0,"R_12G2ILQIJyGnwMe"
"1544",0,1,42,"Feminino",1,2,0,"R_7VEddGqL5jmKsUN"
"1545",0,1,46,"Masculino",0,2,0,"R_T5ES4XGXT1JaiaJ"
"1546",0,1,28,"Masculino",0,3,0,"R_WAnyjxFP0hw6UCZ"
"1547",0,0,31,"Feminino",0,2,0,"R_1mpW9ltYlNkX3HF"
"1548",0,1,32,"Masculino",0,2,0,"R_3GC9LiTRicwjLWA"
"1549",1,0,42,"Masculino",0,2,1,"R_8dJB1JMekAXxHb3"
"1550",1,1,41,"Feminino",0,3,0,"R_SE6DQU3Tuyfhalr"
"1551",0,1,40,"Masculino",0,2,0,"R_1QmCfcvFiJWAT2w"
"1553",0,1,38,"Feminino",0,3,0,"R_3MQm0qMvLcrlLw4"
"1554",1,1,47,"Feminino",0,2,0,"R_2Se0T3ZFpgtMRzA"
"1555",0,1,45,"Feminino",0,1,3,"R_d0vSZxXggpzlAat"
"1556",1,1,53,"Masculino",0,2,0,"R_WqGjFetX3afpSPD"
"1557",1,1,50,"Feminino",0,2,0,"R_31Bj4nQpIlkj4he"
"1560",1,1,35,"Feminino",1,2,0,"R_25XwPUvhfY6bSWw"
"1564",0,1,48,"Masculino",1,3,1,"R_r2odzN0F6OL2HG9"
"1569",1,1,37,"Feminino",1,2,0,"R_3CIAmzXkibLMket"
"1571",0,1,54,"Masculino",1,2,0,"R_2YsvIIB2H4UYSx5"
"1575",0,1,52,"Masculino",1,4,0,"R_3GDFqLMpAcmr0Eg"
"1578",1,1,40,"Feminino",1,2,0,"R_3HNDLYcsTGQDiYx"
"1587",1,1,25,"Masculino",1,3,0,"R_3KT2KSbWVo6f9Ey"
"1591",1,1,37,"Masculino",1,2,0,"R_3e2jdyY9u765z0p"
"1598",0,1,35,"Feminino",1,2,0,"R_2Ei1csrJP5SXKXu"
"1599",1,1,49,"Masculino",1,3,0,"R_Zq92TRokmvFQvTz"
"1617",1,1,35,"Feminino",1,4,0,"R_2P6jsmQmJv7O5B6"
"1619",0,0,45,"Masculino",1,2,0,"R_3HofoOIchsJ8Goc"
"1621",0,0,47,"Masculino",1,2,0,"R_2WBXZULD0mSPhIu"
"1626",0,0,41,"Feminino",1,3,1,"R_1jfa06ZWCY7B6mN"
"1627",0,0,38,"Feminino",1,3,0,"R_2D6ODuspEpxAW27"
"1628",1,1,39,"Masculino",1,2,1,"R_2dnzXHdHxghxqQc"
"1630",1,1,31,"Masculino",1,2,0,"R_3COcPI7SrMmSx2G"
"1631",0,1,43,"Masculino",1,2,2,"R_2sQNQ1gI3VcxGJM"
"1632",0,1,43,"Masculino",1,3,0,"R_1KlQj0RBK0sX0rw"
"1633",1,1,46,"Masculino",1,2,0,"R_74fq8OVaiNmXgXf"
"1637",0,1,39,"Masculino",1,2,0,"R_2PdKQhfRuB8wFRn"
"1643",1,0,45,"Feminino",1,2,0,"R_2D22bvYnmuqffYb"
"1644",0,1,47,"Feminino",1,3,0,"R_1qUJ9LB9DJxYZR9"
"1645",0,0,47,"Masculino",1,1,0,"R_29tVKp1ek5TKxWC"
"1647",0,1,25,"Feminino",1,3,0,"R_117x6mtGvOiyVWi"
"1650",0,1,54,"Feminino",1,3,1,"R_2wv6EcsZwZS5sRj"
"1661",1,1,51,"Masculino",1,3,0,"R_3pqYMzVyJ4aHr4T"
"1667",1,1,44,"Masculino",1,1,0,"R_243xm3NCGKR8MAV"
"1669",0,0,25,"Masculino",1,3,0,"R_AmVewqwzR5muPWp"
"1677",0,1,46,"Masculino",1,3,0,"R_1lrQSbjt1PPae3m"
"1685",1,1,41,"Feminino",1,1,0,"R_1DG6jNJkXKRV7qC"
"1693",0,1,31,"Masculino",1,2,0,"R_Z7tHWUYqjI1VPhf"
"1701",0,1,47,"Feminino",1,3,0,"R_2WGTvE4Qdxb7g2K"
"1702",0,1,35,"Masculino",1,1,0,"R_11jDICiXJunWdax"
"1705",1,0,29,"Masculino",1,3,0,"R_3EaPi6jxkBnAAo2"
"1706",0,1,40,"Masculino",1,2,0,"R_2coS5UCmIKbyJQI"
"1708",0,0,49,"Masculino",1,3,0,"R_1eLY7RNniCQyaOw"
"1712",1,0,50,"Masculino",1,2,0,"R_110AT4KmzjvwUjY"
"1716",0,1,37,"Feminino",1,3,0,"R_31c7sszY0486LfX"
"1720",1,1,45,"Masculino",1,2,0,"R_pLhDFVvjXYqV5jX"
"1721",0,0,30,"Feminino",1,2,0,"R_1BWVoER9ESFQ9hR"
"1732",1,1,42,"Masculino",1,2,3,"R_UJzjFmz0i5U7sEV"
"1736",1,1,33,"Feminino",1,2,0,"R_w6osFwMN2ccKCcN"
"1739",0,1,52,"Feminino",1,3,0,"R_1pSXJ4zk1ELpQ2E"
"1740",1,1,28,"Masculino",1,1,0,"R_1nQ5IygxkO6Xf3D"
"1744",1,1,54,"Masculino",1,2,0,"R_3NLqsvmh0NlbcKf"
"1750",0,1,31,"Masculino",1,1,3,"R_28V6PkHlRDvH1ys"
"1752",0,1,44,"Feminino",1,2,0,"R_1hQgMAbUCGbUV3e"
"1754",0,0,53,"Feminino",1,2,0,"R_21pSd4MNyqinKQX"
"1755",0,1,50,"Feminino",1,1,0,"R_3JLhhQQySN0Pk92"
"1760",0,1,47,"Masculino",1,2,0,"R_1o86ufzKn667xPx"
"1766",0,1,32,"Feminino",1,3,0,"R_3EAzXcr9XlGP7OS"
"1772",0,1,36,"Feminino",1,2,0,"R_yPbJqtpLSdj0Ttf"
"1773",1,1,30,"Feminino",1,3,0,"R_3OoiZ5ks06d1MmQ"
"1775",0,1,36,"Masculino",1,1,0,"R_1isRklyj0XGvOz4"
"1777",0,0,47,"Masculino",1,2,0,"R_3knP6v0v3ZxGMYb"
"1780",0,1,46,"Feminino",1,2,3,"R_3esruoU6fg3jcgq"
"1786",1,1,42,"Feminino",1,2,0,"R_rpOV6N4jfil9zVv"
"1792",1,1,32,"Feminino",1,3,0,"R_2Tz4BqL99UKUBE3"
"1794",0,1,36,"Feminino",1,2,0,"R_8IiVuOdpjtdUJS9"
"1795",1,0,36,"Feminino",1,2,0,"R_2co18kzR2wsCDxC"
"1797",0,1,46,"Feminino",1,1,0,"R_XTVF7r05UW7RWHD"
"1804",1,1,37,"Feminino",1,2,0,"R_1KpanromgyJhHfY"
